Orden;Fecha;Mesa;Atendió;Propina;Tipo de Cliente;Sucursal
1579;11/02/2014;16;Joel;7%;Cliente Repetido;La Paz
1580;22/11/2014;14;Mauricio;20%;Cliente Nuevo;La Estancia
1581;23/04/2014;3;Rodolfo;5%;Cliente Nuevo;La Estancia
1582;04/08/2014;1;Joel;11%;Cliente Repetido;La Paz
1583;06/07/2014;11;Mariana;13%;Cliente Nuevo;Chapultepec
1584;22/02/2014;8;Mariana;11%;Cliente Nuevo;La Paz
1585;22/12/2014;11;Rodolfo;11%;Cliente Nuevo;Chapultepec
1586;31/07/2014;12;Saul;15%;Cliente Repetido;La Paz
1587;21/06/2014;8;Joel;16%;Cliente Nuevo;La Estancia
1588;27/12/2014;10;Mauricio;20%;Cliente Nuevo;La Estancia
1589;31/12/2014;7;Mariana;16%;Cliente Nuevo;La Estancia
1590;11/03/2014;3;Joel;12%;Cliente Nuevo;Chapultepec
1591;13/01/2015;2;Omar;16%;Cliente Nuevo;Chapultepec
1592;03/08/2014;12;Rodolfo;9%;Cliente Nuevo;Chapultepec
1593;12/03/2014;14;Omar;11%;Cliente Repetido;La Estancia
1594;28/10/2014;5;Saul;15%;Cliente Nuevo;La Paz
1595;05/10/2014;3;Rodolfo;13%;Cliente Repetido;Chapultepec
1596;01/03/2014;12;Omar;14%;Cliente Nuevo;Chapultepec
1597;18/04/2014;14;Omar;9%;Cliente Nuevo;La Paz
1598;15/08/2014;2;Mariana;13%;Cliente Nuevo;La Paz
1599;24/12/2014;14;Ernesto;9%;Cliente Nuevo;La Estancia
1600;30/06/2014;2;Rodolfo;8%;Cliente Repetido;La Paz
1601;28/01/2015;7;Joel;6%;Cliente Nuevo;La Paz
1602;16/03/2014;16;Saul;9%;Cliente Repetido;La Paz
1603;09/09/2014;17;Mariana;16%;Cliente Nuevo;Chapultepec
1604;09/06/2014;12;Omar;12%;Cliente Repetido;Chapultepec
1605;03/11/2014;3;Joel;11%;Cliente Nuevo;Chapultepec
1606;17/03/2014;16;Saul;6%;Cliente Nuevo;La Estancia
1607;28/07/2014;15;Rodolfo;10%;Cliente Repetido;La Paz
1608;21/06/2014;11;Alejandro;12%;Cliente Nuevo;La Estancia
1609;09/08/2014;2;Alejandro;11%;Cliente Nuevo;Chapultepec
1610;17/10/2014;3;Mauricio;20%;Cliente Nuevo;Chapultepec
1611;24/12/2014;9;Mariana;11%;Cliente Nuevo;Chapultepec
1612;13/02/2014;15;Ernesto;12%;Cliente Repetido;La Estancia
1613;23/07/2014;2;Valentina;8%;Cliente Nuevo;Chapultepec
1614;03/06/2014;4;Rodolfo;13%;Cliente Nuevo;Chapultepec
1615;13/06/2014;5;Joel;10%;Cliente Nuevo;Chapultepec
1616;24/08/2014;1;Saul;8%;Cliente Nuevo;La Paz
1617;07/08/2014;17;Joel;8%;Cliente Nuevo;Chapultepec
1618;24/04/2014;4;Saul;7%;Cliente Nuevo;Chapultepec
1619;29/12/2014;10;Joel;17%;Cliente Nuevo;Chapultepec
1620;10/09/2014;10;Rodolfo;6%;Cliente Nuevo;Chapultepec
1621;14/03/2014;10;Alejandro;5%;Cliente Repetido;La Paz
1622;02/06/2014;6;Ernesto;16%;Cliente Repetido;Chapultepec
1623;10/12/2014;12;Alejandro;5%;Cliente Repetido;Chapultepec
1624;29/05/2014;10;Alejandro;15%;Cliente Nuevo;La Estancia
1625;15/11/2014;8;Mauricio;20%;Cliente Nuevo;La Paz
1626;15/08/2014;1;Omar;5%;Cliente Nuevo;La Estancia
1627;20/11/2014;4;Saul;8%;Cliente Nuevo;Chapultepec
1628;06/06/2014;17;Alejandro;10%;Cliente Repetido;Chapultepec
1629;24/04/2014;7;Alejandro;5%;Cliente Nuevo;La Estancia
1630;29/10/2014;3;Ernesto;16%;Cliente Nuevo;Chapultepec
1631;18/01/2015;15;Ernesto;16%;Cliente Nuevo;La Paz
1632;12/06/2014;13;Rodolfo;5%;Cliente Nuevo;La Estancia
1633;10/08/2014;14;Valentina;10%;Cliente Nuevo;Chapultepec
1634;28/03/2014;14;Joel;7%;Cliente Nuevo;Chapultepec
1635;01/05/2014;10;Valentina;13%;Cliente Nuevo;Chapultepec
1636;19/06/2014;11;Mariana;5%;Cliente Repetido;Chapultepec
1637;10/01/2015;17;Mauricio;20%;Cliente Nuevo;La Paz
1638;25/06/2014;16;Alejandro;15%;Cliente Repetido;La Estancia
1639;31/07/2014;17;Ernesto;8%;Cliente Nuevo;Chapultepec
1640;01/01/2015;14;Rodolfo;17%;Cliente Nuevo;La Paz
1641;16/06/2014;6;Rodolfo;10%;Cliente Nuevo;La Paz
1642;28/07/2014;14;Mariana;16%;Cliente Nuevo;La Estancia
1643;10/06/2014;6;Saul;6%;Cliente Nuevo;La Estancia
1644;03/08/2014;8;Mariana;9%;Cliente Nuevo;Chapultepec
1645;29/03/2014;5;Rodolfo;12%;Cliente Repetido;La Paz
1646;01/09/2014;4;Ernesto;8%;Cliente Nuevo;La Paz
1647;27/06/2014;6;Valentina;16%;Cliente Nuevo;La Estancia
1648;28/10/2014;11;Saul;9%;Cliente Nuevo;La Paz
1649;01/03/2014;3;Alejandro;6%;Cliente Nuevo;La Estancia
1650;24/05/2014;13;Valentina;7%;Cliente Nuevo;Chapultepec
1651;18/04/2014;8;Rodolfo;14%;Cliente Nuevo;La Estancia
1652;27/10/2014;4;Saul;17%;Cliente Nuevo;Chapultepec
1653;14/11/2014;3;Mauricio;20%;Cliente Nuevo;Chapultepec
1654;14/07/2014;11;Rodolfo;14%;Cliente Nuevo;Chapultepec
1655;24/11/2014;5;Valentina;17%;Cliente Nuevo;La Paz
1656;27/07/2014;8;Saul;5%;Cliente Nuevo;La Paz
1657;31/07/2014;11;Mariana;11%;Cliente Repetido;La Paz
1658;07/04/2014;16;Saul;9%;Cliente Nuevo;La Estancia
1659;16/07/2014;4;Joel;9%;Cliente Nuevo;Chapultepec
1660;16/04/2014;3;Omar;6%;Cliente Repetido;Chapultepec
1661;25/10/2014;12;Mauricio;20%;Cliente Nuevo;La Estancia
1662;19/02/2014;14;Joel;8%;Cliente Nuevo;La Estancia
1663;21/03/2014;15;Omar;10%;Cliente Nuevo;La Paz
1664;23/04/2014;1;Rodolfo;10%;Cliente Nuevo;Chapultepec
1665;11/06/2014;2;Rodolfo;16%;Cliente Repetido;Chapultepec
1666;07/12/2014;13;Joel;9%;Cliente Nuevo;La Estancia
1667;21/12/2014;15;Valentina;5%;Cliente Repetido;Chapultepec
1668;15/04/2014;10;Saul;9%;Cliente Nuevo;La Estancia
1669;08/10/2014;3;Saul;13%;Cliente Nuevo;Chapultepec
1670;05/07/2014;10;Saul;12%;Cliente Nuevo;La Paz
1671;06/04/2014;4;Alejandro;10%;Cliente Repetido;La Estancia
1672;26/03/2014;13;Omar;16%;Cliente Repetido;La Estancia
1673;10/06/2014;17;Alejandro;14%;Cliente Repetido;Chapultepec
1674;23/02/2014;10;Mariana;10%;Cliente Nuevo;La Paz
1675;05/09/2014;2;Mauricio;20%;Cliente Nuevo;La Estancia
1676;10/12/2014;3;Mariana;14%;Cliente Repetido;Chapultepec
1677;06/07/2014;4;Alejandro;7%;Cliente Repetido;La Estancia
1678;09/02/2014;11;Valentina;11%;Cliente Repetido;La Estancia
1679;19/09/2014;12;Mauricio;20%;Cliente Nuevo;Chapultepec
1680;12/01/2015;15;Alejandro;15%;Cliente Repetido;La Paz
1681;17/06/2014;11;Saul;5%;Cliente Nuevo;Chapultepec
1682;13/02/2014;2;Omar;10%;Cliente Nuevo;La Estancia
1683;01/04/2014;16;Rodolfo;8%;Cliente Nuevo;La Estancia
1684;20/06/2014;12;Joel;16%;Cliente Nuevo;Chapultepec
1685;26/07/2014;8;Joel;15%;Cliente Nuevo;Chapultepec
1686;18/02/2014;2;Alejandro;11%;Cliente Nuevo;Chapultepec
1687;15/12/2014;17;Omar;13%;Cliente Nuevo;Chapultepec
1688;19/11/2014;16;Mariana;5%;Cliente Nuevo;La Paz
1689;29/01/2015;13;Saul;5%;Cliente Nuevo;Chapultepec
1690;17/09/2014;7;Omar;5%;Cliente Nuevo;La Estancia
1691;13/05/2014;12;Omar;17%;Cliente Nuevo;La Paz
1692;01/11/2014;11;Mariana;14%;Cliente Nuevo;La Estancia
1693;04/01/2015;11;Ernesto;8%;Cliente Repetido;La Estancia
1694;30/04/2014;11;Ernesto;15%;Cliente Nuevo;La Paz
1695;13/06/2014;11;Mariana;11%;Cliente Nuevo;La Estancia
1696;05/12/2014;15;Mauricio;20%;Cliente Nuevo;La Paz
1697;04/11/2014;6;Saul;11%;Cliente Nuevo;Chapultepec
1698;10/10/2014;11;Mauricio;20%;Cliente Nuevo;La Estancia
1699;07/06/2014;3;Alejandro;9%;Cliente Nuevo;La Paz
1700;07/01/2015;6;Rodolfo;7%;Cliente Repetido;La Estancia
1701;21/02/2014;11;Mariana;11%;Cliente Repetido;Chapultepec
1702;12/12/2014;15;Mauricio;20%;Cliente Nuevo;La Paz
1703;20/08/2014;9;Joel;15%;Cliente Nuevo;La Paz
1704;28/02/2014;9;Saul;7%;Cliente Repetido;Chapultepec
1705;16/09/2014;9;Omar;10%;Cliente Nuevo;La Paz
1706;24/02/2014;14;Saul;11%;Cliente Nuevo;Chapultepec
1707;23/08/2014;2;Ernesto;6%;Cliente Nuevo;Chapultepec
1708;09/11/2014;2;Saul;14%;Cliente Nuevo;Chapultepec
1709;28/01/2015;12;Saul;15%;Cliente Nuevo;Chapultepec
1710;16/08/2014;10;Omar;10%;Cliente Nuevo;La Estancia
1711;14/10/2014;2;Alejandro;11%;Cliente Repetido;La Estancia
1712;08/10/2014;1;Omar;5%;Cliente Repetido;La Estancia
1713;06/10/2014;14;Omar;5%;Cliente Nuevo;La Estancia
1714;17/06/2014;14;Ernesto;6%;Cliente Nuevo;Chapultepec
1715;15/05/2014;13;Omar;7%;Cliente Repetido;La Estancia
1716;06/07/2014;9;Rodolfo;12%;Cliente Nuevo;La Estancia
1717;04/07/2014;5;Alejandro;15%;Cliente Nuevo;Chapultepec
1718;17/05/2014;12;Alejandro;6%;Cliente Nuevo;Chapultepec
1719;20/01/2015;3;Valentina;6%;Cliente Nuevo;La Paz
1720;25/01/2015;13;Alejandro;16%;Cliente Nuevo;La Paz
1721;07/08/2014;13;Saul;8%;Cliente Nuevo;La Paz
1722;28/05/2014;1;Mariana;8%;Cliente Nuevo;Chapultepec
1723;04/04/2014;4;Saul;9%;Cliente Repetido;Chapultepec
1724;26/07/2014;13;Alejandro;5%;Cliente Repetido;Chapultepec
1725;23/03/2014;16;Rodolfo;6%;Cliente Nuevo;La Estancia
1726;20/03/2014;14;Valentina;13%;Cliente Nuevo;La Paz
1727;13/11/2014;10;Alejandro;5%;Cliente Nuevo;La Estancia
1728;31/03/2014;14;Omar;6%;Cliente Nuevo;La Paz
1729;24/12/2014;9;Ernesto;9%;Cliente Nuevo;La Estancia
1730;22/08/2014;5;Rodolfo;7%;Cliente Nuevo;La Estancia
1731;19/11/2014;14;Omar;5%;Cliente Nuevo;La Estancia
1732;22/08/2014;6;Valentina;5%;Cliente Nuevo;La Paz
1733;23/07/2014;9;Saul;14%;Cliente Nuevo;La Paz
1734;07/12/2014;5;Ernesto;15%;Cliente Repetido;La Paz
1735;24/06/2014;17;Rodolfo;9%;Cliente Repetido;La Paz
1736;10/03/2014;7;Alejandro;8%;Cliente Repetido;La Paz
1737;23/03/2014;14;Joel;8%;Cliente Nuevo;La Estancia
1738;14/12/2014;7;Ernesto;14%;Cliente Repetido;Chapultepec
1739;18/07/2014;16;Ernesto;15%;Cliente Nuevo;Chapultepec
1740;11/08/2014;15;Mariana;13%;Cliente Repetido;Chapultepec
1741;23/01/2015;7;Mauricio;20%;Cliente Nuevo;La Paz
1742;11/08/2014;6;Ernesto;6%;Cliente Nuevo;La Paz
1743;11/01/2015;11;Joel;6%;Cliente Repetido;Chapultepec
1744;13/10/2014;16;Rodolfo;15%;Cliente Nuevo;Chapultepec
1745;18/02/2014;15;Joel;14%;Cliente Nuevo;La Paz
1746;26/03/2014;11;Omar;5%;Cliente Nuevo;La Estancia
1747;15/12/2014;17;Rodolfo;17%;Cliente Nuevo;Chapultepec
1748;11/11/2014;10;Omar;9%;Cliente Nuevo;La Estancia
1749;15/08/2014;6;Rodolfo;15%;Cliente Nuevo;La Paz
1750;07/05/2014;11;Joel;8%;Cliente Nuevo;La Paz
1751;07/09/2014;5;Omar;7%;Cliente Repetido;La Estancia
1752;13/01/2015;2;Mariana;13%;Cliente Nuevo;La Estancia
1753;25/02/2014;7;Ernesto;15%;Cliente Nuevo;La Paz
1754;14/09/2014;2;Alejandro;12%;Cliente Nuevo;Chapultepec
1755;13/09/2014;14;Mauricio;20%;Cliente Nuevo;La Estancia
1756;05/12/2014;17;Alejandro;10%;Cliente Repetido;La Estancia
1757;02/06/2014;9;Rodolfo;6%;Cliente Nuevo;La Paz
1758;14/05/2014;12;Omar;8%;Cliente Repetido;La Paz
1759;21/02/2014;8;Omar;16%;Cliente Nuevo;Chapultepec
1760;12/01/2015;5;Valentina;11%;Cliente Nuevo;La Estancia
1761;30/07/2014;10;Omar;17%;Cliente Nuevo;Chapultepec
1762;23/07/2014;15;Joel;8%;Cliente Nuevo;Chapultepec
1763;26/07/2014;1;Ernesto;10%;Cliente Nuevo;La Estancia
1764;24/08/2014;17;Mariana;11%;Cliente Nuevo;Chapultepec
1765;15/06/2014;6;Ernesto;8%;Cliente Nuevo;La Estancia
1766;14/08/2014;3;Valentina;7%;Cliente Nuevo;Chapultepec
1767;04/11/2014;15;Mariana;9%;Cliente Nuevo;La Estancia
1768;21/08/2014;10;Ernesto;9%;Cliente Nuevo;La Estancia
1769;31/08/2014;10;Saul;9%;Cliente Nuevo;La Estancia
1770;24/06/2014;5;Saul;5%;Cliente Repetido;Chapultepec
1771;20/03/2014;6;Mariana;11%;Cliente Repetido;La Estancia
1772;25/11/2014;5;Joel;13%;Cliente Nuevo;Chapultepec
1773;06/11/2014;1;Ernesto;8%;Cliente Nuevo;La Paz
1774;08/07/2014;17;Valentina;11%;Cliente Nuevo;La Estancia
1775;26/10/2014;16;Ernesto;11%;Cliente Nuevo;Chapultepec
1776;08/04/2014;8;Mariana;15%;Cliente Nuevo;La Estancia
1777;07/07/2014;3;Joel;10%;Cliente Nuevo;Chapultepec
1778;31/03/2014;16;Ernesto;10%;Cliente Nuevo;La Paz
1779;23/02/2014;16;Mariana;15%;Cliente Repetido;La Paz
1780;16/06/2014;2;Mariana;14%;Cliente Nuevo;La Estancia
1781;08/04/2014;15;Joel;11%;Cliente Nuevo;Chapultepec
1782;23/04/2014;7;Saul;6%;Cliente Nuevo;Chapultepec
1783;07/10/2014;14;Mariana;16%;Cliente Nuevo;La Paz
1784;09/05/2014;1;Valentina;8%;Cliente Nuevo;La Paz
1785;31/05/2014;15;Ernesto;14%;Cliente Nuevo;La Estancia
1786;16/05/2014;13;Joel;14%;Cliente Nuevo;La Estancia
1787;21/10/2014;2;Joel;15%;Cliente Nuevo;Chapultepec
1788;29/05/2014;7;Omar;5%;Cliente Repetido;Chapultepec
1789;04/12/2014;11;Omar;12%;Cliente Nuevo;La Estancia
1790;17/09/2014;10;Mariana;5%;Cliente Nuevo;La Estancia
1791;07/09/2014;5;Ernesto;6%;Cliente Nuevo;La Estancia
1792;18/04/2014;3;Joel;7%;Cliente Nuevo;La Estancia
1793;29/08/2014;9;Omar;13%;Cliente Nuevo;Chapultepec
1794;01/03/2014;1;Valentina;12%;Cliente Repetido;Chapultepec
1795;07/01/2015;5;Omar;11%;Cliente Repetido;La Paz
1796;26/06/2014;9;Alejandro;13%;Cliente Nuevo;La Estancia
1797;01/03/2014;3;Alejandro;14%;Cliente Nuevo;Chapultepec
1798;05/09/2014;5;Mauricio;20%;Cliente Nuevo;La Estancia
1799;17/09/2014;15;Rodolfo;13%;Cliente Nuevo;La Estancia
1800;01/08/2014;14;Valentina;5%;Cliente Nuevo;La Estancia
1801;09/01/2015;16;Mauricio;20%;Cliente Nuevo;Chapultepec
1802;07/02/2014;6;Joel;7%;Cliente Nuevo;La Paz
1803;10/09/2014;17;Omar;13%;Cliente Repetido;Chapultepec
1804;30/10/2014;8;Valentina;8%;Cliente Nuevo;La Paz
1805;06/04/2014;4;Ernesto;12%;Cliente Nuevo;Chapultepec
1806;20/03/2014;5;Rodolfo;7%;Cliente Nuevo;La Estancia
1807;20/09/2014;10;Saul;15%;Cliente Nuevo;La Estancia
1808;25/12/2014;17;Omar;5%;Cliente Nuevo;La Estancia
1809;12/04/2014;10;Joel;17%;Cliente Nuevo;La Estancia
1810;26/10/2014;10;Joel;17%;Cliente Nuevo;La Paz
1811;24/08/2014;7;Saul;11%;Cliente Nuevo;La Estancia
1812;08/05/2014;3;Saul;7%;Cliente Repetido;Chapultepec
1813;31/10/2014;2;Valentina;16%;Cliente Nuevo;La Paz
1814;18/09/2014;14;Saul;16%;Cliente Repetido;La Estancia
1815;02/06/2014;13;Saul;5%;Cliente Nuevo;La Estancia
1816;14/02/2014;13;Omar;17%;Cliente Nuevo;La Estancia
1817;07/08/2014;9;Mariana;8%;Cliente Repetido;La Paz
1818;13/05/2014;17;Mariana;6%;Cliente Nuevo;Chapultepec
1819;14/10/2014;17;Ernesto;8%;Cliente Nuevo;La Paz
1820;13/10/2014;13;Rodolfo;7%;Cliente Repetido;La Estancia
1821;27/03/2014;6;Valentina;14%;Cliente Repetido;La Paz
1822;17/07/2014;4;Joel;10%;Cliente Nuevo;Chapultepec
1823;03/03/2014;8;Joel;8%;Cliente Nuevo;La Estancia
1824;09/07/2014;16;Omar;14%;Cliente Repetido;Chapultepec
1825;01/02/2014;13;Rodolfo;16%;Cliente Nuevo;Chapultepec
1826;12/03/2014;12;Saul;7%;Cliente Nuevo;La Paz
1827;07/11/2014;17;Mauricio;20%;Cliente Nuevo;La Estancia
1828;09/11/2014;3;Valentina;14%;Cliente Repetido;La Paz
1829;02/11/2014;15;Ernesto;15%;Cliente Nuevo;La Paz
1830;16/03/2014;16;Joel;14%;Cliente Nuevo;La Estancia
1831;07/05/2014;13;Omar;13%;Cliente Nuevo;La Paz
1832;12/11/2014;4;Ernesto;11%;Cliente Repetido;La Estancia
1833;20/11/2014;16;Rodolfo;9%;Cliente Repetido;La Paz
1834;29/03/2014;14;Valentina;9%;Cliente Nuevo;Chapultepec
1835;11/10/2014;2;Mauricio;20%;Cliente Nuevo;Chapultepec
1836;02/05/2014;11;Rodolfo;9%;Cliente Nuevo;La Paz
1837;03/09/2014;1;Rodolfo;7%;Cliente Nuevo;La Paz
1838;22/02/2014;17;Rodolfo;7%;Cliente Nuevo;La Estancia
1839;03/02/2014;17;Omar;9%;Cliente Nuevo;Chapultepec
1840;05/11/2014;12;Alejandro;10%;Cliente Repetido;La Estancia
1841;05/12/2014;7;Mauricio;20%;Cliente Nuevo;Chapultepec
1842;27/05/2014;1;Mariana;12%;Cliente Repetido;Chapultepec
1843;20/12/2014;15;Mariana;15%;Cliente Nuevo;La Estancia
1844;25/05/2014;3;Rodolfo;16%;Cliente Repetido;Chapultepec
1845;24/03/2014;7;Saul;8%;Cliente Nuevo;La Estancia
1846;15/03/2014;11;Valentina;11%;Cliente Nuevo;La Estancia
1847;26/05/2014;16;Rodolfo;13%;Cliente Nuevo;La Paz
1848;01/09/2014;14;Valentina;8%;Cliente Nuevo;Chapultepec
1849;22/12/2014;10;Valentina;8%;Cliente Repetido;Chapultepec
1850;16/03/2014;16;Rodolfo;11%;Cliente Nuevo;Chapultepec
1851;02/01/2015;7;Mauricio;20%;Cliente Nuevo;La Paz
1852;08/05/2014;4;Rodolfo;6%;Cliente Repetido;La Paz
1853;02/07/2014;3;Valentina;14%;Cliente Nuevo;La Paz
1854;10/07/2014;16;Omar;14%;Cliente Repetido;Chapultepec
1855;13/02/2014;12;Alejandro;9%;Cliente Repetido;La Paz
1856;18/11/2014;11;Omar;16%;Cliente Nuevo;La Estancia
1857;15/08/2014;4;Rodolfo;13%;Cliente Nuevo;La Estancia
1858;05/12/2014;8;Mauricio;20%;Cliente Nuevo;La Estancia
1859;21/07/2014;12;Joel;15%;Cliente Nuevo;La Estancia
1860;22/03/2014;5;Valentina;6%;Cliente Nuevo;La Estancia
1861;13/03/2014;3;Rodolfo;6%;Cliente Repetido;La Estancia
1862;25/03/2014;10;Valentina;12%;Cliente Nuevo;Chapultepec
1863;11/08/2014;15;Omar;8%;Cliente Nuevo;La Estancia
1864;24/12/2014;15;Rodolfo;15%;Cliente Nuevo;La Paz
1865;17/08/2014;5;Joel;13%;Cliente Nuevo;Chapultepec
1866;27/06/2014;9;Omar;5%;Cliente Nuevo;La Estancia
1867;15/09/2014;17;Alejandro;14%;Cliente Nuevo;La Paz
1868;27/03/2014;17;Rodolfo;12%;Cliente Nuevo;La Estancia
1869;05/08/2014;12;Saul;15%;Cliente Repetido;La Estancia
1870;28/02/2014;15;Rodolfo;6%;Cliente Repetido;Chapultepec
1871;01/09/2014;16;Omar;5%;Cliente Repetido;La Estancia
1872;10/12/2014;17;Mariana;15%;Cliente Nuevo;La Paz
1873;02/02/2014;14;Ernesto;6%;Cliente Repetido;Chapultepec
1874;29/01/2015;4;Saul;5%;Cliente Nuevo;La Estancia
1875;16/05/2014;8;Joel;6%;Cliente Repetido;La Estancia
1876;11/01/2015;16;Alejandro;12%;Cliente Nuevo;La Paz
1877;06/04/2014;10;Saul;9%;Cliente Nuevo;Chapultepec
1878;24/01/2015;16;Saul;7%;Cliente Repetido;La Paz
1879;24/05/2014;16;Rodolfo;12%;Cliente Nuevo;Chapultepec
1880;16/08/2014;14;Rodolfo;15%;Cliente Repetido;Chapultepec
1881;11/07/2014;14;Mariana;6%;Cliente Nuevo;La Estancia
1882;18/01/2015;12;Alejandro;7%;Cliente Nuevo;La Estancia
1883;13/04/2014;1;Omar;10%;Cliente Nuevo;Chapultepec
1884;17/08/2014;8;Omar;15%;Cliente Repetido;La Paz
1885;16/09/2014;6;Saul;15%;Cliente Nuevo;La Paz
1886;01/05/2014;11;Rodolfo;10%;Cliente Nuevo;La Paz
1887;30/11/2014;8;Alejandro;11%;Cliente Nuevo;La Paz
1888;19/08/2014;13;Joel;15%;Cliente Nuevo;La Estancia
1889;19/06/2014;6;Mariana;7%;Cliente Nuevo;Chapultepec
1890;16/08/2014;12;Rodolfo;10%;Cliente Nuevo;La Estancia
1891;17/07/2014;10;Valentina;10%;Cliente Nuevo;Chapultepec
1892;12/12/2014;1;Joel;5%;Cliente Nuevo;La Estancia
1893;27/03/2014;6;Omar;10%;Cliente Repetido;La Estancia
1894;13/09/2014;6;Joel;7%;Cliente Nuevo;La Estancia
1895;15/08/2014;7;Mariana;16%;Cliente Nuevo;Chapultepec
1896;04/08/2014;13;Omar;14%;Cliente Nuevo;La Paz
1897;22/04/2014;5;Omar;16%;Cliente Repetido;La Estancia
1898;08/12/2014;4;Saul;16%;Cliente Nuevo;La Paz
1899;18/04/2014;4;Saul;10%;Cliente Nuevo;La Paz
1900;14/09/2014;9;Omar;7%;Cliente Nuevo;Chapultepec
1901;13/10/2014;12;Alejandro;6%;Cliente Repetido;La Estancia
1902;12/10/2014;8;Valentina;8%;Cliente Nuevo;Chapultepec
1903;11/11/2014;4;Ernesto;16%;Cliente Nuevo;La Paz
1904;05/11/2014;13;Mariana;8%;Cliente Nuevo;La Estancia
1905;29/03/2014;2;Alejandro;15%;Cliente Nuevo;La Paz
1906;10/08/2014;9;Ernesto;10%;Cliente Nuevo;La Estancia
1907;26/10/2014;8;Mariana;8%;Cliente Nuevo;La Estancia
1908;28/10/2014;4;Rodolfo;9%;Cliente Repetido;La Estancia
1909;11/01/2015;8;Mariana;14%;Cliente Nuevo;La Paz
1910;04/11/2014;10;Mariana;12%;Cliente Nuevo;La Estancia
1911;24/08/2014;10;Saul;15%;Cliente Nuevo;Chapultepec
1912;07/07/2014;7;Ernesto;11%;Cliente Repetido;La Paz
1913;01/07/2014;7;Rodolfo;11%;Cliente Nuevo;Chapultepec
1914;28/11/2014;10;Saul;5%;Cliente Nuevo;Chapultepec
1915;30/12/2014;6;Ernesto;17%;Cliente Nuevo;Chapultepec
1916;12/03/2014;11;Ernesto;5%;Cliente Repetido;La Estancia
1917;27/09/2014;11;Mauricio;20%;Cliente Nuevo;La Estancia
1918;05/06/2014;5;Alejandro;11%;Cliente Nuevo;La Estancia
1919;17/05/2014;9;Ernesto;16%;Cliente Nuevo;La Paz
1920;03/08/2014;4;Alejandro;15%;Cliente Nuevo;La Estancia
1921;14/03/2014;14;Joel;9%;Cliente Nuevo;Chapultepec
1922;11/10/2014;16;Mauricio;20%;Cliente Nuevo;Chapultepec
1923;02/10/2014;11;Joel;15%;Cliente Repetido;Chapultepec
1924;01/07/2014;6;Ernesto;5%;Cliente Repetido;La Paz
1925;16/05/2014;4;Rodolfo;10%;Cliente Nuevo;Chapultepec
1926;09/09/2014;14;Saul;7%;Cliente Repetido;La Estancia
1927;11/02/2014;3;Rodolfo;11%;Cliente Repetido;Chapultepec
1928;04/05/2014;9;Alejandro;6%;Cliente Nuevo;Chapultepec
1929;10/09/2014;15;Mariana;16%;Cliente Nuevo;La Estancia
1930;16/04/2014;13;Mariana;14%;Cliente Repetido;Chapultepec
1931;20/05/2014;8;Valentina;6%;Cliente Repetido;La Paz
1932;13/04/2014;14;Saul;16%;Cliente Nuevo;La Estancia
1933;02/04/2014;14;Mariana;17%;Cliente Nuevo;La Estancia
1934;04/10/2014;8;Alejandro;8%;Cliente Repetido;Chapultepec
1935;27/07/2014;17;Joel;12%;Cliente Nuevo;La Paz
1936;01/08/2014;11;Mariana;8%;Cliente Nuevo;La Estancia
1937;29/05/2014;3;Ernesto;13%;Cliente Repetido;La Estancia
1938;11/04/2014;17;Valentina;9%;Cliente Nuevo;La Estancia
1939;15/11/2014;14;Mauricio;20%;Cliente Nuevo;La Paz
1940;16/04/2014;16;Rodolfo;5%;Cliente Nuevo;La Estancia
1941;15/12/2014;4;Mariana;7%;Cliente Nuevo;La Paz
1942;13/06/2014;12;Ernesto;7%;Cliente Repetido;La Paz
1943;22/02/2014;10;Valentina;14%;Cliente Nuevo;Chapultepec
1944;15/10/2014;9;Omar;16%;Cliente Nuevo;Chapultepec
1945;20/04/2014;7;Valentina;10%;Cliente Nuevo;La Estancia
1946;12/12/2014;1;Mauricio;20%;Cliente Nuevo;La Estancia
1947;26/05/2014;5;Alejandro;6%;Cliente Repetido;La Paz
1948;12/08/2014;14;Joel;17%;Cliente Repetido;Chapultepec
1949;17/08/2014;4;Alejandro;7%;Cliente Nuevo;Chapultepec
1950;30/07/2014;17;Valentina;7%;Cliente Repetido;La Estancia
1951;13/04/2014;6;Joel;10%;Cliente Nuevo;La Estancia
1952;21/04/2014;5;Alejandro;13%;Cliente Nuevo;Chapultepec
1953;29/03/2014;8;Rodolfo;7%;Cliente Nuevo;La Estancia
1954;18/06/2014;12;Ernesto;9%;Cliente Repetido;Chapultepec
1955;03/05/2014;16;Alejandro;16%;Cliente Nuevo;La Paz
1956;27/05/2014;12;Rodolfo;16%;Cliente Nuevo;La Paz
1957;23/07/2014;7;Joel;14%;Cliente Nuevo;Chapultepec
1958;07/11/2014;9;Omar;10%;Cliente Repetido;La Estancia
1959;25/03/2014;6;Ernesto;13%;Cliente Nuevo;La Paz
1960;12/06/2014;9;Mariana;14%;Cliente Nuevo;Chapultepec
1961;14/09/2014;17;Omar;5%;Cliente Nuevo;La Paz
1962;26/06/2014;14;Saul;16%;Cliente Nuevo;Chapultepec
1963;11/10/2014;16;Mauricio;20%;Cliente Nuevo;La Paz
1964;23/11/2014;4;Omar;7%;Cliente Repetido;Chapultepec
1965;07/12/2014;2;Ernesto;6%;Cliente Nuevo;Chapultepec
